"","Basal.like","HER2.enriched","Luminal.A","Luminal.B","Contrib.Basal.like","Contrib.HER2.enriched","Contrib.Luminal.A","Contrib.Luminal.B","Contrib","GroupContrib","color","importance"
"MIR-18A/5P",1.49898001110633,0.000704962405022446,-0.49574750581548,-0.067462888857986,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.152282910592069
"MIR-452/452*",1.12441301847144,-0.0156874341641027,-0.459676305520406,-0.330648493869942,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.143554726299413
"MIR-19A/19A",1.41595702279824,0.168093888486582,-0.362140919692985,0.0846268819790765,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.119981532257813
"MIR-19A/19A*",1.41595702279824,0.168093888486582,-0.362140919692985,0.0846268819790765,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.119981532257813
"MIR-19A/3P",1.41595702279824,0.168093888486582,-0.362140919692985,0.0846268819790765,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.119981532257813
"MIR-19A/5P",1.41595702279824,0.168093888486582,-0.362140919692985,0.0846268819790765,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.119981532257813
"MIR-452/3P",1.35060902275325,-0.206682713176254,-0.327730346312599,-0.349256660892279,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.111624240191172
"MIR-452/5P",1.35060902275325,-0.206682713176254,-0.327730346312599,-0.349256660892279,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.111624240191172
"MIR-452/452",1.35060902275325,-0.206682713176254,-0.327730346312599,-0.349256660892279,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.111624240191172
"MIR-224/224*",1.52125478365172,-0.176698315968473,-0.441434768214183,-0.24004743974132,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.111061804032332
"MIR-224/224",1.52125478365172,-0.176698315968473,-0.441434768214183,-0.24004743974132,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.111061804032332
"MIR-224/3P",1.52125478365172,-0.176698315968473,-0.441434768214183,-0.24004743974132,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.111061804032332
"MIR-224/5P",1.52125478365172,-0.176698315968473,-0.441434768214183,-0.24004743974132,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.111061804032332
"MIR-9-1/9",1.31314169876448,0.267683771122652,-0.597744447849776,-0.178870989225253,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.107469000740374
"MIR-9-2/9",1.31314169876448,0.267683771122652,-0.597744447849776,-0.178870989225253,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.107469000740374
"MIR-9-3/9",1.31314169876448,0.267683771122652,-0.597744447849776,-0.178870989225253,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.107469000740374
"MIR-106/106A",1.50368502571771,0.0815720948841188,-0.516575397073311,0.176498557607808,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0985308895677043
"MIR-106-X/106A",1.50368502571771,0.0815720948841188,-0.516575397073311,0.176498557607808,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0985308895677043
"MIR-106A/106A*",1.50368502571771,0.0815720948841188,-0.516575397073311,0.176498557607808,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0985308895677043
"MIR-106A/106A",1.50368502571771,0.0815720948841188,-0.516575397073311,0.176498557607808,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0985308895677043
"MIR-106A/5P",1.50368502571771,0.0815720948841188,-0.516575397073311,0.176498557607808,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0985308895677043
"MIR-106A/3P",1.50368502571771,0.0815720948841188,-0.516575397073311,0.176498557607808,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0985308895677043
"MIR-505/505",1.32706187334128,-0.0824699811147537,-0.406654121331705,-0.198462372634359,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0970527576015761
"MIR-505/3P",1.32706187334128,-0.0824699811147537,-0.406654121331705,-0.198462372634359,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0970527576015761
"MIR-505/5P",1.32706187334128,-0.0824699811147537,-0.406654121331705,-0.198462372634359,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0970527576015761
"MIR-505/505*",1.25361478347687,0.0781760776439725,-0.41832011195897,-0.124554258440202,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.095345212031357
"MIR-519A-1/519A*",1.31060064306863,-0.308955814655827,-0.423753919787574,-0.237159665733989,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0950714212890339
"MIR-20A/20A*",1.31876133601129,-0.0931648173623778,-0.361427839882344,0.0239128286726872,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0891927603803853
"MIR-9-1/9*",1.13459329419426,-0.11168438422107,-0.452397254557445,-0.0493501310180233,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0809558733789904
"MIR-9-2/9*",1.13459329419426,-0.11168438422107,-0.452397254557445,-0.0493501310180233,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0809558733789904
"MIR-9-3/9*",1.13459329419426,-0.11168438422107,-0.452397254557445,-0.0493501310180233,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0809558733789904
"MIR-17/17*",1.38337464188747,0.0217832324689352,-0.419193973497847,0.0694862306909402,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0803307507478699
"MIR-17/17",1.38337464188747,0.0217832324689352,-0.419193973497847,0.0694862306909402,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0803307507478699
"MIR-455/5P",1.46944247314476,-0.641042758870321,-0.132490909186139,-0.207225029492958,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0769922834288536
"MIR-28/5P",1.1646998998283,-0.16807702291611,-0.362547235537236,-0.349293988489833,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0768811902492515
"MIR-106B/106B*",1.22646954908459,0.0789958604362231,-0.42236013706293,0.154250965290103,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0761742766793557
"MIR-106B/106B",1.22646954908459,0.0789958604362231,-0.42236013706293,0.154250965290103,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0761742766793557
"MIR-106B/3P",1.22646954908459,0.0789958604362231,-0.42236013706293,0.154250965290103,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0761742766793557
"MIR-106B/5P",1.22646954908459,0.0789958604362231,-0.42236013706293,0.154250965290103,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0761742766793557
"MIR-18B/18B*",1.07067949896734,0.331688176958701,-0.497724610174801,0.235618513743463,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0753550688335601
"MIR-18B/18B",1.07067949896734,0.331688176958701,-0.497724610174801,0.235618513743463,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0753550688335601
"MIR-18B/3P",1.07067949896734,0.331688176958701,-0.497724610174801,0.235618513743463,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0753550688335601
"MIR-18B/5P",1.07067949896734,0.331688176958701,-0.497724610174801,0.235618513743463,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0753550688335601
"MIR-584/584",1.31402523527831,-0.0593541151981723,-0.239397186995027,-0.388195324009073,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0740924395084147
"MIR-584/3P",1.31402523527831,-0.0593541151981723,-0.239397186995027,-0.388195324009073,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0740924395084147
"MIR-584/5P",1.31402523527831,-0.0593541151981723,-0.239397186995027,-0.388195324009073,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0740924395084147
"MIR-29B-2/2*",-0.96940783782217,-0.220152351617713,0.143455775359269,0.384766734349121,FALSE,FALSE,FALSE,TRUE,FALSE,"Luminal B","#009E73",0.0681624717813835
"MIR-516-1/5P",0.806890470091957,-0.26383102370765,-0.528886389132761,-0.141765048577363,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0647627008579213
"MIR-516-2/5P",0.806890470091957,-0.26383102370765,-0.528886389132761,-0.141765048577363,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0647627008579213
"MIR-516A-1/5P",0.806890470091957,-0.26383102370765,-0.528886389132761,-0.141765048577363,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0647627008579213
"MIR-516A-2/5P",0.806890470091957,-0.26383102370765,-0.528886389132761,-0.141765048577363,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0647627008579213
"MIR-19B-1/19B",1.23787219071423,0.00576327718726798,-0.336494861860615,0.11752899643658,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0630008163754914
"MIR-19B-2/19B",1.23787219071423,0.00576327718726798,-0.336494861860615,0.11752899643658,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0630008163754914
"MIR-590/5P",1.25960873327443,0.369496278321004,-0.496350533872775,0.150068357788442,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0619942136597987
"MIR-20A/20A",1.15113959439773,-0.246184940899775,-0.37563525718264,0.137036101986267,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0558413443070535
"MIR-20A/20",1.15113959439773,-0.246184940899775,-0.37563525718264,0.137036101986267,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0558413443070535
"MIR-20A/5P",1.15113959439773,-0.246184940899775,-0.37563525718264,0.137036101986267,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0558413443070535
"MIR-20/20A",1.15113959439773,-0.246184940899775,-0.37563525718264,0.137036101986267,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0558413443070535
"MIR-501/3P",0.807333148051134,0.27685055889753,-0.407649036545016,0.097430309334362,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0552906371248241
"MIR-942/942",1.0293978904477,0.461056017716998,-0.678205778873452,0.173581292726151,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0550851970738334
"MIR-942/3P",1.0293978904477,0.461056017716998,-0.678205778873452,0.173581292726151,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0550851970738334
"MIR-942/5P",1.0293978904477,0.461056017716998,-0.678205778873452,0.173581292726151,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0550851970738334
"MIR-19B-1/1*",1.27732238328928,-0.356159442963742,-0.254960728938039,0.34767059102363,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0540732087543109
"MIR-532/3P",1.0984282043712,0.106351239015055,-0.449964521691022,0.00201752729328744,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0525261103539883
"MIR-532/5P",1.24658112972506,0.110654678416017,-0.37941152209412,-0.132239595585751,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0512438931846525
"MIR-197/197",1.06374667357467,0.258358812096912,-0.350345787635649,0.0379810381187544,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0475062644757752
"MIR-146/146A",1.17091144885996,0.0925885184730869,-0.272308158613265,0.056046113095388,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.047118932174336
"MIR-146A/146A*",1.17091144885996,0.0925885184730869,-0.272308158613265,0.056046113095388,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.047118932174336
"MIR-146A/146A",1.17091144885996,0.0925885184730869,-0.272308158613265,0.056046113095388,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.047118932174336
"MIR-146A/146",1.17091144885996,0.0925885184730869,-0.272308158613265,0.056046113095388,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.047118932174336
"MIR-146A/5P",1.17091144885996,0.0925885184730869,-0.272308158613265,0.056046113095388,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.047118932174336
"MIR-146A/3P",1.17091144885996,0.0925885184730869,-0.272308158613265,0.056046113095388,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.047118932174336
"MIR-455/3P",1.15554846234605,0.0461408330368636,-0.263792958186153,-0.126399151873645,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0376573097715142
"MIR-576/5P",1.05589835724322,0.030023265381969,-0.438498379928057,0.0154283788058199,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0375713954454439
"MIR-590/3P",1.18225572200895,0.464035134292867,-0.369310450856388,0.173756434177549,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0355985548613051
"MIR-29C/29C*",-0.972192462152954,-0.182100347600425,0.16127404440515,0.386512035746706,FALSE,FALSE,FALSE,TRUE,FALSE,"Luminal B","#009E73",0.0343622789326018
"MIR-92-1/92A",1.06262335052761,0.130711730830987,-0.404708564013256,-0.0610655312939482,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0334497764602392
"MIR-92-13/92A",1.06262335052761,0.130711730830987,-0.404708564013256,-0.0610655312939482,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0334497764602392
"MIR-92-2/92A",1.06262335052761,0.130711730830987,-0.404708564013256,-0.0610655312939482,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0334497764602392
"MIR-92-X/92A",1.06262335052761,0.130711730830987,-0.404708564013256,-0.0610655312939482,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0334497764602392
"MIR-92A-1/92A",1.06262335052761,0.130711730830987,-0.404708564013256,-0.0610655312939482,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0334497764602392
"MIR-92A-2/92A",1.06262335052761,0.130711730830987,-0.404708564013256,-0.0610655312939482,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0334497764602392
"MIR-222/222",0.97573110441421,0.317607314518619,-0.305003187662148,-0.110705840150401,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0312081322932449
"MIR-222/3P",0.97573110441421,0.317607314518619,-0.305003187662148,-0.110705840150401,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0312081322932449
"MIR-222/5P",0.97573110441421,0.317607314518619,-0.305003187662148,-0.110705840150401,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0312081322932449
"MIR-1301/1301",0.860295200453826,0.574167137032251,-0.451023706190135,0.0417338439420606,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0293139493029661
"MIR-1301/3P",0.860295200453826,0.574167137032251,-0.451023706190135,0.0417338439420606,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0293139493029661
"MIR-1301/5P",0.860295200453826,0.574167137032251,-0.451023706190135,0.0417338439420606,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0293139493029661
"MIR-186/186*",0.81856595038346,0.335257056600005,-0.366878414930244,0.173690701461977,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0254752952300404
"MIR-186/186",0.81856595038346,0.335257056600005,-0.366878414930244,0.173690701461977,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0254752952300404
"MIR-186/3P",0.81856595038346,0.335257056600005,-0.366878414930244,0.173690701461977,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0254752952300404
"MIR-186/5P",0.81856595038346,0.335257056600005,-0.366878414930244,0.173690701461977,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0254752952300404
"MIR-3200/3P",1.03346531705517,0.166591427203701,-0.578021198836107,0.222740468400998,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0226900958336048
"MIR-3647/3P",0.906374248729928,0.502423916249742,-0.578536768309696,-0.0236810569590733,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0226071633799259
"MIR-105-1/105",0.533183883865095,-0.171217937297389,-0.602157024827505,-0.0574331591465986,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0193142734298023
"MIR-105-2/105",0.533183883865095,-0.171217937297389,-0.602157024827505,-0.0574331591465986,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0193142734298023
"MIR-105-X.1/105",0.533183883865095,-0.171217937297389,-0.602157024827505,-0.0574331591465986,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0193142734298023
"MIR-105-X.2/105",0.533183883865095,-0.171217937297389,-0.602157024827505,-0.0574331591465986,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0193142734298023
"MIR-130B/130B*",0.671095691281669,0.221559766430784,-0.355963068813704,0.0925028981181495,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0192969348857481
"MIR-342/5P",-0.833855775838192,-0.294530360424196,0.279968867251758,0.322009407241511,FALSE,FALSE,FALSE,TRUE,FALSE,"Luminal B","#009E73",0.0158709100198976
"MIR-146B/5P",0.701682086308216,0.350762833536985,-0.457094400003007,0.157787635686821,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0147835316653852
"MIR-502/3P",0.82921083613925,0.0744086529193286,-0.315682996180978,-0.150840564579359,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0138133442336848
"MIR-129-2/5P",0.57299086760522,-0.254266072410249,-0.422209081866079,-0.113582127760003,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.00557638338836925
"MIR-129A/5P",0.57299086760522,-0.254266072410249,-0.422209081866079,-0.113582127760003,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.00557638338836925
"MIR-129B/5P",0.57299086760522,-0.254266072410249,-0.422209081866079,-0.113582127760003,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.00557638338836925
"MIR-129/5P",0.57299086760522,-0.254266072410249,-0.422209081866079,-0.113582127760003,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.00557638338836925
"MIR-129-1/5P",0.57299086760522,-0.254266072410249,-0.422209081866079,-0.113582127760003,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.00557638338836925
"MIR-28/3P",1.02861263306117,-0.176358802536838,-0.0398350281704645,-0.340476356058496,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.00459125506946213
"MIR-362/5P",1.10218660142442,-0.0689309629802264,-0.353001989748822,0.0707779195313475,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.00379179577236034
"MIR-421/421",0.658516948213165,0.279167794197805,-0.308070773785492,-0.29615132086072,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.00315580841080671
"MIR-24-1/24",1.06890575588303,-0.192444922638239,-0.158803877422986,-0.175059766543311,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.00217537646451294
"MIR-24-2/24",1.06890575588303,-0.192444922638239,-0.158803877422986,-0.175059766543311,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.00217537646451294
"MIR-1307/1307",0.796402115245814,0.67942670106872,-0.394637263779262,0.461402707349699,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.000932021191154987
"MIR-1307/3P",0.796402115245814,0.67942670106872,-0.394637263779262,0.461402707349699,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.000932021191154987
"MIR-1307/5P",0.796402115245814,0.67942670106872,-0.394637263779262,0.461402707349699,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.000932021191154987
"MIR-1468/1468",0.915530407747024,-0.2051059314905,-0.0131889395675151,-0.190749974692659,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.000289228069619871
"LET-7D/7D*",0.827668206979575,-0.0106255105389786,-0.16012064109476,0.21023982996693,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-9.98220359144575e-05
"LET-7D/7D",0.827668206979575,-0.0106255105389786,-0.16012064109476,0.21023982996693,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-9.98220359144575e-05
"LET-7D/3P",0.827668206979575,-0.0106255105389786,-0.16012064109476,0.21023982996693,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-9.98220359144575e-05
"LET-7D/5P",0.827668206979575,-0.0106255105389786,-0.16012064109476,0.21023982996693,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-9.98220359144575e-05
"LET-7DL/7D",0.827668206979575,-0.0106255105389786,-0.16012064109476,0.21023982996693,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-9.98220359144575e-05
