"","Basal.like","HER2.enriched","Luminal.A","Luminal.B","Contrib.Basal.like","Contrib.HER2.enriched","Contrib.Luminal.A","Contrib.Luminal.B","Contrib","GroupContrib","color","importance"
"BCL11A",1.82736519868237,-0.0251952727148042,-0.437003931258665,-0.626324843715202,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0704768227904262
"MYB",-1.54383883542994,-0.287264203347359,0.458397281819684,0.481003084755706,FALSE,FALSE,FALSE,TRUE,FALSE,"Luminal B","#009E73",0.0668041493077626
"SIDT1",-2.0263867166073,0.479936509128102,0.380092652047272,0.395622235280634,FALSE,TRUE,FALSE,FALSE,FALSE,"HER2-enriched","#F68B33",0.0628246934026647
"FAM174A",-1.67840041864691,-0.207867487167668,0.441163122002771,0.178807673421735,FALSE,FALSE,TRUE,FALSE,FALSE,"Luminal A","#C2C2C2",0.061740890604109
"DYNLRB2",-1.45495988012441,-0.0424158612205557,0.459174348484193,0.287133227222893,FALSE,FALSE,TRUE,FALSE,FALSE,"Luminal A","#C2C2C2",0.0617351765347388
"CDCA7",1.54523973963963,0.252132574611357,-0.659999194583351,-0.0840960805859323,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0611048928407269
"YEATS2",1.67767764742769,-0.0303040190107011,-0.443918890508958,-0.302453904738178,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0608217644498216
"CDC20",1.3344726804523,0.311717899615424,-0.622347506697629,0.107566045633407,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0593284086966041
"CDCA8",1.3406964802226,0.387614629849957,-0.66009743011208,-0.0383645448606663,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0567844953916211
"DNALI1",-1.63458872505236,-0.218175738410994,0.560534836902452,0.524400929786309,FALSE,FALSE,TRUE,FALSE,FALSE,"Luminal A","#C2C2C2",0.0562192142971911
"IFRD1",1.63198068724137,-0.27816597224975,-0.515251379874952,-0.366650019006924,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0561203176287963
"FSIP1",-1.60769448089923,-0.16484141611932,0.558371962823153,0.515079223493546,FALSE,FALSE,TRUE,FALSE,FALSE,"Luminal A","#C2C2C2",0.0554241741586014
"TMCC2",1.38814538290238,-0.0335268548343234,-0.277537727549214,-0.375684545894969,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0543446741021223
"RAB17",-1.629986135462,-0.000193746117398325,0.430906281906014,0.396657928357504,FALSE,FALSE,TRUE,FALSE,FALSE,"Luminal A","#C2C2C2",0.0529275670976157
"LEMD1",1.95636873704608,-0.338248621126582,-0.369024432488715,-0.574278741533161,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0523668391931296
"CENPN",1.33592581921141,0.531140806860159,-0.79754167115577,0.109445538094304,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0516897864610206
"CENPA",1.41235101200277,0.38254155579207,-0.662396544645163,0.380949067055834,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0490754663407006
"CAPN13",-1.8337328125963,0.662914101879496,0.422112354548889,0.487161148710345,FALSE,TRUE,FALSE,FALSE,FALSE,"HER2-enriched","#F68B33",0.0487043533246724
"FOXC1",2.04638642788105,-0.486155782344026,-0.176838072270862,-0.624257552345081,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0484679363297957
"LDHB",1.60938510145784,-0.357382588446462,-0.344668955080278,-0.431074573968465,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0442314991950231
"FAM171A1",1.82988270476853,-0.3947634987309,-0.133263348745447,-0.685585175831427,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0433991454067078
"FOXM1",1.61018790990239,0.492097682193448,-0.75706497752893,0.349454840907738,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0427600914878811
"ROPN1B",1.97373922712748,-0.427969026267518,-0.250981986705344,-0.567316952604218,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0419932337642018
"ZFYVE16",-1.6807576713118,-0.462643965150664,0.414242173610863,0.320347340278567,FALSE,FALSE,TRUE,FALSE,FALSE,"Luminal A","#C2C2C2",0.0398682664561671
"NUDT12",-1.40881786374946,-0.303876497350874,0.536767774030719,0.212692305047732,FALSE,FALSE,TRUE,FALSE,FALSE,"Luminal A","#C2C2C2",0.0386942099129843
"MAPK4",1.37890808129258,-0.302513257081301,-0.327386911308058,-0.542770144498839,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0361908567706259
"CXXC5",-1.44651516297794,-0.235944555147133,0.340003850482455,0.367735690240761,FALSE,FALSE,FALSE,TRUE,FALSE,"Luminal B","#009E73",0.0359611737460997
"BUB1",1.29871457243165,0.381209772342161,-0.645191067123265,0.333176757689118,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0344537032917495
"TTK",1.24189700483369,0.516453463568745,-0.698318072822715,0.160659585814707,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.034175208027444
"ACOT4",-1.417780947036,-0.305641113599891,0.432262667765596,0.253658012855204,FALSE,FALSE,TRUE,FALSE,FALSE,"Luminal A","#C2C2C2",0.0339916893911076
"KCNK5",1.74275218136742,-0.404820853727576,-0.39193846660598,-0.640376432505912,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0338849356065685
"IL6ST",-1.38791179314665,-0.759693491781338,0.522833158394105,0.344088578027468,FALSE,FALSE,TRUE,FALSE,FALSE,"Luminal A","#C2C2C2",0.0337230437889167
"EVL",-1.58545365403674,-0.405298881709238,0.611428239568796,0.390364987323273,FALSE,FALSE,TRUE,FALSE,FALSE,"Luminal A","#C2C2C2",0.0333490884446783
"TMBIM4",-1.68170441964913,0.0414133318315311,0.424783524742946,0.53156487764955,FALSE,FALSE,FALSE,TRUE,FALSE,"Luminal B","#009E73",0.0328587560629237
"RAD54L",1.45627021448781,0.29585484603255,-0.681565273735069,0.128644021639297,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0317090790697812
"ERBB4",-1.60706024975158,0.0376858931859116,0.62723057307518,0.417860559536954,FALSE,FALSE,TRUE,FALSE,FALSE,"Luminal A","#C2C2C2",0.0303024597920487
"APBB2",-1.53111380174509,-0.469317287996085,0.347797225102008,0.263769176699201,FALSE,FALSE,TRUE,FALSE,FALSE,"Luminal A","#C2C2C2",0.0298074867345642
"NAT1",-1.43716332825074,-0.786858105799116,0.625836954069842,0.592344027481887,FALSE,FALSE,TRUE,FALSE,FALSE,"Luminal A","#C2C2C2",0.0294742518883429
"HPDL",1.44812359220778,-0.170216215638163,-0.532651536491419,-0.485780459943367,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0291170816698399
"ATOSA",-1.56788273091132,0.0275145924232915,0.41776986143788,0.278252024694101,FALSE,FALSE,TRUE,FALSE,FALSE,"Luminal A","#C2C2C2",0.02835384895644
"CTPS1",1.57425344369204,-0.158096349399722,-0.605672340261924,0.13813435817021,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0280848896905027
"WFS1",-1.65372895128007,0.0977187722939805,0.465298418876779,0.510173492427282,FALSE,FALSE,FALSE,TRUE,FALSE,"Luminal B","#009E73",0.0261115032229793
"KIFC1",1.40034658996482,0.7007726983274,-0.750209594537034,0.17244466533015,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.023792729821747
"MCM10",1.23190489373752,0.592057759511458,-0.640156168640585,0.181613324543355,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0231570590045573
"CHEK1",1.5020365207493,0.354862911201652,-0.724639831225955,0.118868382713637,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0215319476393188
"RASGEF1C",1.64052562275659,-0.291399163953486,-0.349155407653011,-0.457663871936361,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0192789294294665
"BBOF1",-1.51505044190697,-0.283620946598637,0.583557399568879,0.0888282268552304,FALSE,FALSE,TRUE,FALSE,FALSE,"Luminal A","#C2C2C2",0.0192659117476072
"ANKRA2",-1.40118268876663,-0.609785127991436,0.457865116205213,0.296159311937417,FALSE,FALSE,TRUE,FALSE,FALSE,"Luminal A","#C2C2C2",0.0192230348288414
"KRT18",-1.7650253411188,0.451184566318246,0.281679594689816,0.341994247165483,FALSE,TRUE,FALSE,FALSE,FALSE,"HER2-enriched","#F68B33",0.0186701029383376
"E2F3",1.50000363594898,0.0319216503142205,-0.389909239548041,-0.175166142950246,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0171167936878598
"DACH1",-1.51659214608652,-0.0133619859206952,0.49611337128431,0.619449246172655,FALSE,FALSE,FALSE,TRUE,FALSE,"Luminal B","#009E73",0.0155555720448567
"RRP1B",1.42144904246426,0.227756968816878,-0.44548082157486,-0.390907914569462,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0154954672978718
"SFT2D2",1.88093952661084,-0.11949036104376,-0.37945059746882,-0.225387435014547,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0154669477193898
"SLC26A9",1.54868437109447,-0.282902335134953,-0.361868211257159,-0.225632311517958,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0154523644523741
"ARSG",-1.48965386214475,-0.405087456850109,0.356210090131382,0.342080132432403,FALSE,FALSE,TRUE,FALSE,FALSE,"Luminal A","#C2C2C2",0.0152514259966327
"LIMA1",-1.51999336949071,0.179804613280008,0.466565180472276,0.280994836415671,FALSE,FALSE,TRUE,FALSE,FALSE,"Luminal A","#C2C2C2",0.0132719393251936
"MTHFD1L",1.47767758073106,0.150790231679184,-0.40853014013141,-0.381377894970413,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0130736801174766
"MELK",1.34481171118156,0.471744277140388,-0.702827057851244,0.24300853315535,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0123039927443923
"DONSON",1.27102646975273,0.783354420627408,-0.743727108175932,0.205854045835787,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0117509132079656
"NOSTRIN",-1.31788787216293,-0.598910472238293,0.445165372160707,0.170994726700228,FALSE,FALSE,TRUE,FALSE,FALSE,"Luminal A","#C2C2C2",0.0113078065389505
"HAPLN3",1.55957693508371,0.411696003620316,-0.325534278694477,-0.377836052914398,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0112271605351974
"ZNF552",-1.65094569947978,-0.208363464238983,0.41873438456722,0.513677770425439,FALSE,FALSE,FALSE,TRUE,FALSE,"Luminal B","#009E73",0.0109507434387073
"CDCA3",1.53094097436599,0.266624126837086,-0.669762817343139,0.246771686431742,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0104622253399598
"YBX1",1.51332513105904,-0.0625150538013917,-0.381182783693621,-0.184569576271556,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.0101873722942351
"CLSTN2",-1.57712222412084,-0.557795139559422,0.505919233734024,0.482474315650043,FALSE,FALSE,TRUE,FALSE,FALSE,"Luminal A","#C2C2C2",0.00913778568369769
"CDCA2",1.25836880790407,-0.000987877245650456,-0.6096505358591,0.0988249703083237,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.00768827546630845
"POLD1",1.42051785219504,0.0694382272562265,-0.604752124401863,0.0872511039200357,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.00748729808591656
"TICRR",1.21722382505407,0.578992281330057,-0.685289330968722,-0.000794099709788559,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.00597390447208884
"ORC1",1.37370270997851,0.589241730357659,-0.612126724541175,0.159960609944955,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.00574242971743255
"LY6D",1.85335666748535,-0.227887617474505,-0.433083580418643,-0.650481483670559,TRUE,FALSE,FALSE,FALSE,FALSE,"Basal-like","#388ECC",-0.00401120500833801
"UBXN10",-1.53840161872726,-0.301956248642381,0.595844848107147,0.264124881899878,FALSE,FALSE,TRUE,FALSE,FALSE,"Luminal A","#C2C2C2",0.00321807942814609
"RUNDC1",-1.52153997765875,-0.530689244147246,0.608292440710724,0.087900808752789,FALSE,FALSE,TRUE,FALSE,FALSE,"Luminal A","#C2C2C2",0.0031270522082144
"RNF103",-1.47604662526124,0.014702121336443,0.436176225287247,0.128201800207708,FALSE,FALSE,TRUE,FALSE,FALSE,"Luminal A","#C2C2C2",0.000306464733527356
